csúcsid;alcsúcsid;MEGNEVEZES;alcsúcsid_megnevezes;MERTEKEGYSEG;kapcsolat
m758;0;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Nincs megadva;sec;m759,
m759;0;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Soha;sec;
m759;1;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Ritkán;sec;
m759;2;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Alkalmanként;sec;
m759;3;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Az esetek felében;sec;
m759;4;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Gyakran, sokszor;sec;
m760;0;Milyen gyakran fordul el?, hogy két órán belül újra vizelnie kell?;Mindig;sec;
m760;1;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Nincs megadva;NULL;
m760;2;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Soha;NULL;
m760;3;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Ritkán;NULL;
m760;4;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Alkalmanként;NULL;
m761;0;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Az esetek felében;NULL;
m761;1;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Gyakran, sokszor;NULL;
m761;2;Milyen gyakran fodul el?, hogy vizelés közben a vizeletsugár elakad és újra kell indítania?;Mindig;NULL;
m761;3;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Nincs megadva;NULL;
m762;0;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Soha;NULL;m764,
m762;1;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Ritkán;NULL;m764,
m762;2;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Alkalmanként;NULL;m764,
m763;0;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Az esetek felében;NULL;m764,
m763;1;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Gyakran, sokszor;NULL;m764,
m763;2;Milyen gyakran érzi úgy, hogy nehéz a vizelést visszatartania?;Mindig;NULL;m764,
m764;0;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Nincs megadva;NULL;
m764;1;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Soha;NULL;
m764;2;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Ritkán;NULL;
m765;-1;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Alkalmanként;NULL;m766,m767,
m765;0;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Az esetek felében;NULL;m766,m767,
m765;1;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Gyakran, sokszor;NULL;m766,m767,
m765;2;Milyen gyakran fordul el?, hogy vizelete gyenge, vékony sugárban ürül?;Mindig;NULL;m766,m767,
m765;3;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Nincs megadva;NULL;m766,m767,
m765;4;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Soha;NULL;m766,m767,
m765;5;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Ritkán;NULL;m766,m767,
m765;6;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Alkalmanként;NULL;m766,m767,
m765;7;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Az esetek felében;NULL;m766,m767,
m765;8;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Gyakran, sokszor;NULL;m766,m767,
m765;9;Milyen gyakran kell er?lködnie, hogy a vizelés meginduljon?;Mindig;NULL;m766,m767,
m765;10;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Nincs megadva;NULL;m766,m767,
m765;11;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Egyszer sem;NULL;m766,m767,
m765;12;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Egyszer;NULL;m766,m767,
m765;13;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Kétszer;NULL;m766,m767,
m765;14;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Háromszor;NULL;m766,m767,
m765;15;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Négyszer;NULL;m766,m767,
m765;16;Az esti lefekvést?l másnap reggelig általában hányszor kell felkelnie vizelni?;Legalább ötször;NULL;m766,m767,
m765;17;Prosztatabet. Kérd?ív beírt összpontszám;NULL;NULL;m766,m767,
m765;18;Prosztatabet. Kérd?ív számolt összpontszám;nem kiértékelhetõ;NULL;m766,m767,
m765;19;Prosztatabet. Kérd?ív számolt összpontszám;pontszám;NULL;m766,m767,
m766;-1;Prosztatabet. számolt összpontszám besorolása;nem besorolható;NULL;
m766;0;Prosztatabet. számolt összpontszám besorolása;enyhe tünetek;NULL;
m766;1;Prosztatabet. számolt összpontszám besorolása;enyhe tünetek, gyógynövény alapú gyógyszerkészítmény alkalmazása javasolt;NULL;
m767;-1;Prosztatabet. számolt összpontszám besorolása;közepes tünetek;NULL;
m767;0;Prosztatabet. számolt összpontszám besorolása;súlyos tünetek;NULL;
m767;1;Testzsír% besorolása (3);nem számítható;NULL;
m767;2;Testzsír% besorolása (3);sovány;NULL;
m768;-1;Testzsír% besorolása (3);egészséges;NULL;
m768;0;Testzsír% besorolása (3);túlsúlyos;NULL;
m768;1;Testzsír% besorolása (3);elhízott;NULL;
m769;-1;testzsír% besorolása (4);Nem besorolható;%;m770,
m769;0;testzsír% besorolása (4);csökkent;%;m770,
m769;1;testzsír% besorolása (4);normál;%;m770,
m769;2;testzsír% besorolása (4);emelkedett;%;m770,
m770;-1;Tapasztal rendszeres gyomorégést?;Nem;NULL;
m770;0;Tapasztal rendszeres gyomorégést?;Igen;NULL;
m770;1;Tapasztal rendszeres gyomorégést?;Nincs megadva;NULL;
m771;0;Tapasztal savas felböfögést?;Nem;NULL;
m771;1;Tapasztal savas felböfögést?;Igen;NULL;
m771;2;Tapasztal savas felböfögést?;Nincs megadva;NULL;
m771;3;Reflux tekintetében fokozottan kockázatos csoportba tartozik;Nem tartozik reflux fokozott kock.csoportba;NULL;
m772;0;Reflux tekintetében fokozottan kockázatos csoportba tartozik;Reflux fokozott kockázati csoportba tartozik;NULL;
m772;1;Reflux tekintetében fokozottan kockázatos csoportba tartozik;Nem értékelhetó;NULL;
m772;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);nem kiértékelhetõ;NULL;
m772;3;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);0;NULL;
m772;4;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);1;NULL;
m773;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);2;NULL;
m773;1;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);3;NULL;
m773;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);4;NULL;
m774;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);5;NULL;
m774;1;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);6;NULL;
m774;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);7;NULL;
m775;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);8;NULL;
m775;1;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);9;NULL;
m775;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);10;NULL;
m776;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);11;NULL;
m777;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);12;NULL;
m777;1;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);13;NULL;
m777;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);14;NULL;
m778;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);15;NULL;
m779;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);16;NULL;
m779;1;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);17;NULL;
m779;2;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);18;NULL;
m780;0;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);19;NULL;
m780;1;mozgásra vonatkozó kérdéspontszámok besorolása1;nem kiértékelhetõ;NULL;
m780;2;mozgásra vonatkozó kérdéspontszámok besorolása1;0-10 pont;NULL;
m781;0;mozgásra vonatkozó kérdéspontszámok besorolása1;11-19 pont;NULL;
m781;1;mozgásra vonatkozó kérdéspontszámok besorolása1;nem kiértékelhetõ;NULL;
m781;2;mozgásra vonatkozó kérdéspontszámok besorolása1;0-7 pont;NULL;
m782;0;mozgásra vonatkozó kérdéspontszámok besorolása1;8-13 pont;NULL;
m782;1;mozgásra vonatkozó kérdéspontszámok besorolása1;14-19 pont;NULL;
m782;2;Sokat ül?;nem kiértékelhetõ;NULL;
m783;0;Sokat ül?;napi 6 óránál kevesebbet ül;NULL;
m783;1;Sokat ül?;napi 6 óránál is többet ül;NULL;
m783;2;Sokat mozog? (3 csop);nem kiértékelhetõ;NULL;
m784;0;Sokat mozog? (3 csop);sem nem sportol, sem nem sétál;NULL;
m784;1;Sokat mozog? (3 csop);vagy csak sétál eleget, vagy csak sportol eleget;NULL;
m784;2;Sokat mozog? (3 csop);sokat sportol is és sokat sétál is;NULL;
m785;0;Sokat mozog?;nem kiértékelhetõ;NULL;
m785;1;Sokat mozog?;rendszeresen nem mozog intenzíven;NULL;
m785;2;Sokat mozog?;rendszeresen mozog intenzíven;NULL;
m786;-1;Milyen munkát végez?;nincs válasz;NULL;
m786;0;Milyen munkát végez?;fizikai;NULL;
m787;-1;Milyen munkát végez?;szellemi;NULL;
m787;0;Milyen munkát végez?;mindkett?t;NULL;
m788;-1;Iskolai végzettség?;nincs válasz;NULL;
m788;0;Iskolai végzettség?;Általános;NULL;
m789;-1;Iskolai végzettség?;Középiskola;NULL;
m789;0;Iskolai végzettség?;F?iskola;NULL;
m790;-1;Iskolai végzettség?;Egyetem;NULL;
m790;0;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;eltérõ érték;NULL;
m791;0;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;megfelelõ érték;NULL;
m791;1;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;nincs adat;NULL;
m791;2;Tachykardia - több mint 6 kamrai extraütés percenként;eltérõ érték;NULL;
m791;3;Tachykardia - több mint 6 kamrai extraütés percenként;megfelelõ érték;NULL;
m791;4;Tachykardia - több mint 6 kamrai extraütés percenként;nincs adat;NULL;
m791;5;Színtévesztés sz?r?vizsgálata;eltérõ érték;NULL;
m791;6;Színtévesztés sz?r?vizsgálata;megfelelõ érték;NULL;
m791;7;Színtévesztés sz?r?vizsgálata;nincs adat;NULL;
m791;8;Kéz szorító erejének dynamometeres vizsgálata (jobb kéz);szorító er?;Kg;
m791;9;jobb kéz szorítóer? megfelel?sége;eltérõ érték;NULL;
m791;10;jobb kéz szorítóer? megfelel?sége;megfelelõ érték;NULL;
m792;0;jobb kéz szorítóer? megfelel?sége;nincs adat;NULL;
m792;1;Kéz szorító erejének dynamometeres vizsgálata (bal kéz);szorító er?;Kg;
m792;2;bal kéz szorítóer? megfelel?sége;eltérõ érték;NULL;
m792;3;bal kéz szorítóer? megfelel?sége;megfelelõ érték;NULL;
m792;4;bal kéz szorítóer? megfelel?sége;nincs adat;NULL;
m793;0;Fugszuvasodás?;eltérõ érték;NULL;
m793;1;Fugszuvasodás?;megfelelõ érték;NULL;
m793;2;Fugszuvasodás?;nincs adat;NULL;
m793;3;Foghiány?;eltérõ érték;NULL;
m793;4;Foghiány?;megfelel? érték;NULL;
m794;0;Foghiány?;nincs adat;NULL;
m794;1;Ínygyulladás?;eltér? érték;NULL;
m794;2;Ínygyulladás?;megfelel? érték;NULL;
m795;0;Ínygyulladás?;nincs adat;NULL;
m795;1;Elváltozás arcon, nyakon?;eltér? érték;NULL;
m795;2;Elváltozás arcon, nyakon?;megfelel? érték;NULL;
m796;0;Elváltozás arcon, nyakon?;nincs adat;NULL;
m796;1;Elváltozás szájnyálkahártyán?;eltér? érték;NULL;
m797;-1;Elváltozás szájnyálkahártyán?;megfelel? érték;NULL;m798,
m797;1;Elváltozás szájnyálkahártyán?;nincs adat;NULL;m798,
m798;0;Fogászati ellátás szükséges?;eltér? érték;NULL;
m798;1;Fogászati ellátás szükséges?;megfelel? érték;NULL;
m798;2;Fogászati ellátás szükséges?;nincs adat;NULL;
m799;-1000;Országok;ismeretlen;NULL;m800,
m799;1;Országok;=c_Countries(m786).hungarianname;NULL;m800,
m800;0;Magyarország országrészei;ismeretlen;NULL;
m800;1;Magyarország országrészei;=c_SubCountries(m787).name;NULL;
m800;2;Kistérségek;ismeretlen;NULL;
m800;3;Kistérségek;=c_SubRegions(m788).name;NULL;
m800;4;Járások;ismeretlen;NULL;
m804;0;Járások;=c_Districts(m789).name;NULL;
m804;1;Települések;ismeretlen;NULL;
m804;2;Települések;=c_Localities(m790).name;NULL;
m804;3;Település népességszám szerinti besorolása;nem besorolható;NULL;
m807;0;Település népességszám szerinti besorolása;metropolis 1M fõ felett;NULL;
m807;1;Település népességszám szerinti besorolása;metropolis 250e fõ felett;NULL;
m807;2;Település népességszám szerinti besorolása;nagyváros;NULL;
m808;-1000;Település népességszám szerinti besorolása;középváros;NULL;m809,
m808;1;Település népességszám szerinti besorolása;kisváros;NULL;m809,
m809;-1000;Település népességszám szerinti besorolása;község;NULL;
m809;1;Település népességszám szerinti besorolása;kisközség;NULL;
m810;0;Település népességszám szerinti besorolása;kisfalu;NULL;
m810;1;Település népességszám szerinti besorolása;aprófalu;NULL;
m810;2;Település népességszám szerinti besorolása;törpefalu;NULL;
m811;0;Spherikus ekvivalens besorolása (jobb);Nem kiértékelhetõ;NULL;
m811;1;Spherikus ekvivalens besorolása (jobb);Patológiás myopia;NULL;
m812;0;Spherikus ekvivalens besorolása (jobb);Myopia;NULL;
m812;1;Spherikus ekvivalens besorolása (jobb);Emmetropia;NULL;
m813;0;Spherikus ekvivalens besorolása (jobb);Hypermetropia;NULL;m840,m841,
m813;1;Spherikus ekvivalens besorolása (bal);Nem kiértékelhetõ;NULL;m840,m841,
m814;0;Spherikus ekvivalens besorolása (bal);Patológiás myopia;NULL;m840,m841,
m814;1;Spherikus ekvivalens besorolása (bal);Myopia;NULL;m840,m841,
m815;0;Spherikus ekvivalens besorolása (bal);Emmetropia;NULL;m840,m841,
m815;1;Spherikus ekvivalens besorolása (bal);Hypermetropia;NULL;m840,m841,
m816;0;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;nem;NULL;m840,m841,
m816;1;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;igen;NULL;m840,m841,
m817;0;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;nincs válasz;NULL;m840,m841,
m817;1;Ismert tejcukor érzékenység genetikai teszttel igazolva?;nem;NULL;m840,m841,
m818;0;Ismert tejcukor érzékenység genetikai teszttel igazolva?;igen;NULL;m840,m841,
m818;1;Ismert tejcukor érzékenység genetikai teszttel igazolva?;nincs válasz;NULL;m840,m841,
m819;0;Ismert a tejcukor érzékenység, de nem történt diagnosztika.;nincs válasz;NULL;m840,m841,
m819;1;Ismert a tejcukor érzékenység, de nem történt diagnosztika.;igen;NULL;m840,m841,
m820;0;Tejcukor (laktóz) érzékenységi teszt összpontszám (2);nem számolható;NULL;m840,m841,
m820;1;Tejcukor (laktóz) érzékenységi teszt összpontszám (2);pontszám;NULL;m840,m841,
m821;0;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);nem besorolható;NULL;m840,m841,
m821;1;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);valószín?leg nincs tejcukor érzékenysége;NULL;m840,m841,
m822;0;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);tünetek alapján felmerülhet tejcukor érzékenység;NULL;m840,m841,
m822;1;Anisometropia (jobb-bal SPHekv. elõjeles eltérése);Nem számolható;NULL;m840,m841,
m823;0;Anisometropia (jobb-bal SPHekv. elõjeles eltérése);jobbSPHekv-balSPHekv;NULL;m840,m841,
m823;1;Anisometropia besorolásai;nem kiértékelhetõ;NULL;m840,m841,
m824;0;Anisometropia besorolásai;nincs anisometria;NULL;m840,m841,
m824;1;Anisometropia besorolásai;enyhe anisometria;NULL;m840,m841,
m825;0;Anisometropia besorolásai;mérsékelt anisometropia;NULL;m840,m841,
m825;1;Anisometropia besorolásai;erõs anisometropia;NULL;m840,m841,
m826;0;Kitöltés ID;NULL;NULL;m840,m841,
m826;1;Kezdés dátuma;NULL;NULL;m840,m841,
m827;0;A felvétel települése;NULL;NULL;m840,m841,
m827;1;IskVégzettség demencia;0 value;NULL;m840,m841,
m828;0;IskVégzettség demencia;8 általános;NULL;m840,m841,
m828;1;IskVégzettség demencia;középiskola;NULL;m840,m841,
m829;0;IskVégzettség demencia;felsõfokú végzettség;NULL;m840,m841,
m829;1;Elsõ feladatban elért pontszám;NULL;NULL;m840,m841,
m830;0;Második feladatban elért pontszám;NULL;NULL;m840,m841,
m830;1;Demencia veszélye fennáll;nem;NULL;m840,m841,
m831;0;Demencia veszélye fennáll;igen;NULL;m840,m841,
m831;1;Demencia veszélye fennáll;nem ismert;NULL;m840,m841,
m832;0;SPH Ekvivalens elõjeles eltérése (jobb -bal);nem számolható;NULL;m840,m841,
m832;1;SPH Ekvivalens elõjeles eltérése (jobb -bal);SPH ekv.elt.(jobb-bal);NULL;m840,m841,
m833;0;SPH ekv.eltérés besorolása;nem számolható;NULL;m840,m841,
m833;1;SPH ekv.eltérés besorolása;SPH ekv.elt. besorolás;NULL;m840,m841,
m834;0;Átesett-e a Covid fert?zésen?;Nem;NULL;m840,m841,
m834;1;Átesett-e a Covid fert?zésen?;Igen;NULL;m840,m841,
m835;0;Átesett-e a Covid fert?zésen?;nincs válasz;NULL;m840,m841,
m835;1;Átestem a Covid fert?zésen, nincsenek panaszaim.;nem/nincs válasz;NULL;m840,m841,
m836;0;Átestem a Covid fert?zésen, nincsenek panaszaim.;Igen;NULL;m840,m841,
m836;1;A Covid fert?zés után több mint 12 héttel még mindig panaszaim vannak;nem/nincs válasz;NULL;m840,m841,
m837;0;A Covid fert?zés után több mint 12 héttel még mindig panaszaim vannak;Igen;NULL;m840,m841,
m837;1;Covid fert?zés után jelentkezett panaszom: tartós fejfájás;nem/nincs válasz;NULL;m840,m841,
m838;0;Covid fert?zés után jelentkezett panaszom: tartós fejfájás;Igen;NULL;m840,m841,
m838;1;Covid fert?zés után jelentkezett panaszom:feledékenység;nem/nincs válasz;NULL;m840,m841,
m839;0;Covid fert?zés után jelentkezett panaszom:feledékenység;Igen;NULL;m840,m841,
m839;1;Covid fert?zés után jelentkezett panaszom:figyelemzavar;nem/nincs válasz;NULL;m840,m841,
m840;1;Covid fert?zés után jelentkezett panaszom:figyelemzavar;Igen;NULL;m841,
m841;0;Covid fert?zés után jelentkezett panaszom:koncentrációs zavarok;nem/nincs válasz;NULL;
m841;1;Covid fert?zés után jelentkezett panaszom:koncentrációs zavarok;Igen;NULL;
m843;0;Covid fert?zés után jelentkezett panaszom: alvászavar;nem/nincs válasz;NULL;
m843;1;Covid fert?zés után jelentkezett panaszom: alvászavar;Igen;NULL;
m843;2;Covid fert?zés után jelentkezett panaszom: szédülés;nem/nincs válasz;NULL;
m843;3;Covid fert?zés után jelentkezett panaszom: szédülés;Igen;NULL;
m843;4;Covid fert?zés után jelentkezett panaszom: zsibbadás a végtagokban;nem/nincs válasz;NULL;
m843;5;Covid fert?zés után jelentkezett panaszom: zsibbadás a végtagokban;Igen;NULL;
m843;6;Covid fert?zés után jelentkezett panaszom: ízületi és izomfájdalmak;nem/nincs válasz;NULL;
m844;1;Covid fert?zés után jelentkezett panaszom: ízületi és izomfájdalmak;Igen;NULL;
m844;2;Covid fert?zés után jelentkezett panaszom: hangulatingadozások;nem/nincs válasz;NULL;
m901;-1;Covid fert?zés után jelentkezett panaszom: hangulatingadozások;Igen;NULL;
